3164,256
6700,512
4672,512
6932,512
2528,256
7108,512
7208,512
6696,512
3324,256
5716,512
8596,512
5836,512
1560,128
2620,256
12260,1024
5244,512
7436,512
1324,128
3876,256
10432,1024
7376,512
5480,512
3160,256
3232,256
2312,128
7880,512
2896,256
8472,512
5740,512
16256,1024
3192,256
2448,128
6940,512
12240,1024
7028,512
7240,512
11288,1024
4484,256
7144,512
3012,256
