3360,256
2088,128
6292,512
2096,128
2620,256
9664,1024
4360,256
2392,128
3096,256
2440,256
4680,512
2076,128
3260,256
2040,128
2952,256
5380,512
1460,128
2480,256
3072,256
656,64
2856,256
3928,256
6004,512
4288,256
3736,256
2356,256
2056,128
3344,256
2456,128
2716,256
3308,256
3172,256
2628,256
2160,128
3804,256
4996,256
3040,256
1808,128
5416,512
5328,512
3832,256
3076,256
2860,256
5172,256
2872,256
704,64
2940,256
5092,512
2544,128
4780,256
