ai_id,move_count,heuristics_empty_cells_count,heuristics_neighbour_difference,highest_tile,heuristics_highest_tile_in_corner,heuristics_monotonous_row,best_move,score,heuristics_combineable_cells_count,coefficient_0_act,coefficient_1_ndh,coefficient_2_ecc,coefficient_3_htic,coefficient_4_morow
20171018_013425,0,0.93,0.05,4,1.0,0,2,0,0.0,-1,3,-1,3,-1
20171018_013425,1,0.87,0.1,4,1.0,1,0,0,0.0,-1,3,-1,3,-1
20171018_013425,2,0.87,0.02,4,0.0,1,2,0,0.0,-1,3,-1,3,-1
20171018_013425,3,0.87,0.15,8,0.0,2,0,0,0.0,-1,3,-1,3,-1
20171018_013425,4,0.8,0.05,8,0.0,1,0,4,0.0,-1,3,-1,3,-1
20171018_013425,5,0.8,0.05,8,0.0,1,0,12,0.0,-1,3,-1,3,-1
20171018_013425,6,0.8,0.07,8,0.0,1,2,12,0.14,-1,3,-1,3,-1
20171018_013425,7,0.8,0.0,8,0.0,1,2,16,0.14,-1,3,-1,3,-1
20171018_013425,8,0.8,0.12,16,0.0,1,2,20,0.0,-1,3,-1,3,-1
20171018_013425,9,0.73,0.12,16,0.0,1,2,28,0.0,-1,3,-1,3,-1
20171018_013425,10,0.73,0.17,16,0.0,1,0,44,0.0,-1,3,-1,3,-1
20171018_013425,11,0.73,0.12,16,0.0,1,0,44,0.0,-1,3,-1,3,-1
20171018_013425,12,0.73,0.15,16,0.0,1,2,48,0.0,-1,3,-1,3,-1
20171018_013425,13,0.67,0.17,16,0.0,1,0,52,0.0,-1,3,-1,3,-1
20171018_013425,14,0.67,0.15,16,0.0,1,2,60,0.0,-1,3,-1,3,-1
20171018_013425,15,0.6,0.12,16,0.0,1,2,60,0.0,-1,3,-1,3,-1
20171018_013425,16,0.6,0.07,16,0.0,1,0,64,0.14,-1,3,-1,3,-1
20171018_013425,17,0.6,0.1,16,0.0,1,2,64,0.14,-1,3,-1,3,-1
20171018_013425,18,0.6,0.15,16,0.0,1,0,68,0.0,-1,3,-1,3,-1
20171018_013425,19,0.6,0.15,16,0.0,1,2,72,0.14,-1,3,-1,3,-1
20171018_013425,20,0.6,0.07,16,0.0,1,2,80,0.14,-1,3,-1,3,-1
20171018_013425,21,0.6,0.1,32,0.0,1,2,88,0.0,-1,3,-1,3,-1
20171018_013425,22,0.73,0.15,32,0.0,1,0,104,0.0,-1,3,-1,3,-1
20171018_013425,23,0.67,0.17,32,0.0,1,3,136,0.0,-1,3,-1,3,-1
20171018_013425,24,0.6,0.15,32,0.0,0,2,152,0.0,-1,3,-1,3,-1
20171018_013425,25,0.6,0.17,32,0.0,1,0,152,0.0,-1,3,-1,3,-1
