ai_id,move_count,heuristics_empty_cells_count,heuristics_neighbour_difference,highest_tile,heuristics_highest_tile_in_corner,heuristics_monotonous_row,best_move,score,heuristics_combineable_cells_count,coefficient_0_act,coefficient_1_ndh,coefficient_2_ecc,coefficient_3_htic,coefficient_4_morow
20171018_011546,0,1.0,0.07,4,1.0,496,0,0,0.0,-1,3,-1,3,-1
20171018_011546,1,0.93,0.12,4,0.0,2,2,0,0.0,-1,3,-1,3,-1
20171018_011546,2,0.87,0.1,4,0.0,1,2,4,0.0,-1,3,-1,3,-1
20171018_011546,3,0.8,0.05,4,0.0,1,2,4,0.0,-1,3,-1,3,-1
20171018_011546,4,0.8,0.0,4,0.0,1,0,4,0.14,-1,3,-1,3,-1
20171018_011546,5,0.8,0.05,8,0.0,1,0,4,0.0,-1,3,-1,3,-1
20171018_011546,6,0.8,0.07,8,0.0,1,0,8,0.0,-1,3,-1,3,-1
20171018_011546,7,0.8,0.07,8,0.0,1,2,16,0.14,-1,3,-1,3,-1
20171018_011546,8,0.8,0.0,8,0.0,1,2,20,0.14,-1,3,-1,3,-1
20171018_011546,9,0.8,0.07,16,0.0,1,2,24,0.0,-1,3,-1,3,-1
20171018_011546,10,0.8,0.1,16,0.0,1,2,32,0.0,-1,3,-1,3,-1
20171018_011546,11,0.8,0.1,16,0.0,1,0,48,0.14,-1,3,-1,3,-1
20171018_011546,12,0.73,0.05,16,0.0,1,2,52,0.0,-1,3,-1,3,-1
20171018_011546,13,0.8,0.1,16,0.0,1,0,56,0.0,-1,3,-1,3,-1
20171018_011546,14,0.8,0.05,16,0.0,1,0,56,0.0,-1,3,-1,3,-1
20171018_011546,15,0.73,0.07,16,0.0,1,0,68,0.0,-1,3,-1,3,-1
20171018_011546,16,0.67,0.1,16,0.0,1,0,72,0.0,-1,3,-1,3,-1
20171018_011546,17,0.67,0.07,16,0.0,1,0,72,0.14,-1,3,-1,3,-1
20171018_011546,18,0.67,0.2,16,0.0,1,2,72,0.0,-1,3,-1,3,-1
20171018_011546,19,0.67,0.17,16,0.0,1,0,76,0.0,-1,3,-1,3,-1
20171018_011546,20,0.6,0.17,16,0.0,0,1,84,0.0,-1,3,-1,3,-1
20171018_011546,21,0.53,0.15,16,0.0,1,0,88,0.0,-1,3,-1,3,-1
20171018_011546,22,0.6,0.1,16,0.0,1,2,88,0.14,-1,3,-1,3,-1
