ai_id,move_count,heuristics_empty_cells_count,heuristics_neighbour_difference,highest_tile,heuristics_highest_tile_in_corner,heuristics_monotonous_row,best_move,score,heuristics_combineable_cells_count,coefficient_0_act,coefficient_1_ndh,coefficient_2_ecc,coefficient_3_htic,coefficient_4_morow
20171018_011242,0,0.93,0.1,2,0.0,4096,0,0,0.0,-1,3,-1,3,-1
20171018_011242,1,0.93,0.12,4,0.0,1,2,0,0.0,-1,3,-1,3,-1
20171018_011242,2,0.87,0.1,4,0.0,1,0,0,0.0,-1,3,-1,3,-1
20171018_011242,3,0.87,0.02,4,0.0,1,2,4,0.0,-1,3,-1,3,-1
20171018_011242,4,0.93,0.05,8,0.0,1,0,4,0.0,-1,3,-1,3,-1
20171018_011242,5,0.87,0.1,8,0.0,1,0,8,0.0,-1,3,-1,3,-1
20171018_011242,6,0.87,0.12,8,0.0,1,0,20,0.0,-1,3,-1,3,-1
20171018_011242,7,0.87,0.05,8,0.0,1,2,20,0.14,-1,3,-1,3,-1
20171018_011242,8,0.87,0.07,16,0.0,1,2,24,0.0,-1,3,-1,3,-1
20171018_011242,9,0.8,0.07,16,0.0,1,2,32,0.0,-1,3,-1,3,-1
20171018_011242,10,0.73,0.12,16,0.0,1,2,48,0.0,-1,3,-1,3,-1
20171018_011242,11,0.73,0.1,16,0.0,1,0,48,0.0,-1,3,-1,3,-1
20171018_011242,12,0.8,0.1,16,0.0,1,2,48,0.0,-1,3,-1,3,-1
20171018_011242,13,0.73,0.12,16,0.0,1,2,52,0.0,-1,3,-1,3,-1
20171018_011242,14,0.73,0.1,16,0.0,1,2,60,0.0,-1,3,-1,3,-1
20171018_011242,15,0.67,0.12,16,0.0,1,2,60,0.0,-1,3,-1,3,-1
20171018_011242,16,0.73,0.07,16,0.0,1,0,64,0.14,-1,3,-1,3,-1
20171018_011242,17,0.73,0.15,16,0.0,1,0,64,0.0,-1,3,-1,3,-1
20171018_011242,18,0.73,0.12,16,0.0,1,0,76,0.0,-1,3,-1,3,-1
20171018_011242,19,0.67,0.15,16,1.0,0,3,84,0.0,-1,3,-1,3,-1
20171018_011242,20,0.6,0.17,16,0.0,3,2,88,0.0,-1,3,-1,3,-1
20171018_011242,21,0.53,0.02,16,0.0,0,1,88,0.0,-1,3,-1,3,-1
20171018_011242,22,0.47,0.02,16,0.0,0,1,88,0.0,-1,3,-1,3,-1
20171018_011242,23,0.67,0.07,16,0.0,1,2,88,0.14,-1,3,-1,3,-1
20171018_011242,24,0.67,0.2,32,0.0,1,0,88,0.0,-1,3,-1,3,-1
20171018_011242,25,0.67,0.12,32,0.0,1,2,120,0.0,-1,3,-1,3,-1
20171018_011242,26,0.6,0.1,32,0.0,1,2,152,0.0,-1,3,-1,3,-1
20171018_011242,27,0.67,0.2,32,0.0,1,0,156,0.0,-1,3,-1,3,-1
20171018_011242,28,0.6,0.15,32,0.0,1,2,156,0.0,-1,3,-1,3,-1
20171018_011242,29,0.6,0.2,32,0.0,1,0,168,0.0,-1,3,-1,3,-1
20171018_011242,30,0.53,0.17,32,0.0,1,3,168,0.0,-1,3,-1,3,-1
20171018_011242,31,0.53,0.15,32,0.0,1,3,172,0.0,-1,3,-1,3,-1
20171018_011242,32,0.47,0.17,32,0.0,1,3,172,0.0,-1,3,-1,3,-1
20171018_011242,33,0.4,0.15,32,0.0,1,3,176,0.0,-1,3,-1,3,-1
20171018_011242,34,0.33,0.07,32,0.0,0,2,176,0.0,-1,3,-1,3,-1
20171018_011242,35,0.6,0.17,32,0.0,1,0,176,0.0,-1,3,-1,3,-1
20171018_011242,36,0.53,0.15,32,0.0,1,3,176,0.0,-1,3,-1,3,-1
20171018_011242,37,0.53,0.2,32,0.0,1,0,216,0.0,-1,3,-1,3,-1
20171018_011242,38,0.53,0.12,32,0.0,1,3,216,0.14,-1,3,-1,3,-1
20171018_011242,39,0.53,0.15,32,0.0,1,0,220,0.14,-1,3,-1,3,-1
20171018_011242,40,0.53,0.1,32,0.0,0,2,224,0.0,-1,3,-1,3,-1
20171018_011242,41,0.6,0.07,32,0.0,1,0,232,0.0,-1,3,-1,3,-1
20171018_011242,42,0.67,0.2,64,0.0,1,2,248,0.0,-1,3,-1,3,-1
20171018_011242,43,0.67,0.12,64,0.0,1,0,284,0.14,-1,3,-1,3,-1
20171018_011242,44,0.73,0.17,64,0.0,1,2,356,0.0,-1,3,-1,3,-1
20171018_011242,45,0.67,0.2,64,0.0,1,0,364,0.0,-1,3,-1,3,-1
20171018_011242,46,0.6,0.22,64,0.0,1,0,384,0.0,-1,3,-1,3,-1
