ai_id,move_count,heuristics_empty_cells_count,heuristics_neighbour_difference,highest_tile,heuristics_highest_tile_in_corner,heuristics_monotonous_row,best_move,score,heuristics_combineable_cells_count,coefficient_0_act,coefficient_1_ndh,coefficient_2_ecc,coefficient_3_htic,coefficient_4_morow
20171018_013519,0,0.93,0.1,2,1.0,39,0,0,0.0,-1,3,-1,3,-1
20171018_013519,1,0.93,0.05,4,0.0,2,2,0,0.0,-1,3,-1,3,-1
20171018_013519,2,0.87,0.07,4,0.0,1,0,0,0.0,-1,3,-1,3,-1
20171018_013519,3,0.8,0.1,4,1.0,0,3,4,0.0,-1,3,-1,3,-1
20171018_013519,4,0.73,0.15,4,0.0,3,2,4,0.0,-1,3,-1,3,-1
20171018_013519,5,0.73,0.0,4,0.0,1,0,4,0.14,-1,3,-1,3,-1
20171018_013519,6,0.73,0.1,8,0.0,1,0,4,0.0,-1,3,-1,3,-1
20171018_013519,7,0.73,0.02,8,0.0,1,2,8,0.0,-1,3,-1,3,-1
20171018_013519,8,0.8,0.0,8,0.0,1,0,16,0.0,-1,3,-1,3,-1
20171018_013519,9,0.87,0.1,16,0.0,1,2,20,0.0,-1,3,-1,3,-1
20171018_013519,10,0.87,0.12,16,0.0,1,2,32,0.0,-1,3,-1,3,-1
20171018_013519,11,0.8,0.1,16,0.0,1,2,56,0.0,-1,3,-1,3,-1
20171018_013519,12,0.73,0.12,16,0.0,1,2,60,0.0,-1,3,-1,3,-1
20171018_013519,13,0.73,0.07,16,0.0,1,2,60,0.0,-1,3,-1,3,-1
20171018_013519,14,0.73,0.12,16,0.0,1,0,60,0.14,-1,3,-1,3,-1
20171018_013519,15,0.8,0.1,16,0.0,1,0,64,0.14,-1,3,-1,3,-1
20171018_013519,16,0.87,0.22,32,0.0,1,0,72,0.0,-1,3,-1,3,-1
20171018_013519,17,0.87,0.15,32,0.0,1,2,92,0.0,-1,3,-1,3,-1
20171018_013519,18,0.87,0.17,32,0.0,1,0,128,0.0,-1,3,-1,3,-1
20171018_013519,19,0.8,0.15,32,1.0,0,3,136,0.0,-1,3,-1,3,-1
20171018_013519,20,0.73,0.17,32,0.0,3,2,140,0.0,-1,3,-1,3,-1
20171018_013519,21,0.73,0.12,32,0.0,1,2,140,0.0,-1,3,-1,3,-1
20171018_013519,22,0.67,0.1,32,0.0,1,2,140,0.0,-1,3,-1,3,-1
20171018_013519,23,0.73,0.17,32,0.0,1,0,144,0.0,-1,3,-1,3,-1
20171018_013519,24,0.67,0.22,32,0.0,1,2,144,0.0,-1,3,-1,3,-1
20171018_013519,25,0.67,0.2,32,0.0,1,0,156,0.0,-1,3,-1,3,-1
20171018_013519,26,0.67,0.17,32,0.0,1,2,156,0.0,-1,3,-1,3,-1
20171018_013519,27,0.6,0.2,32,0.0,1,0,160,0.0,-1,3,-1,3,-1
20171018_013519,28,0.53,0.07,32,0.0,1,3,164,0.0,-1,3,-1,3,-1
20171018_013519,29,0.67,0.12,32,0.0,1,0,164,0.14,-1,3,-1,3,-1
20171018_013519,30,0.6,0.12,32,0.0,1,3,164,0.0,-1,3,-1,3,-1
20171018_013519,31,0.67,0.1,32,0.0,1,0,192,0.0,-1,3,-1,3,-1
20171018_013519,32,0.67,0.12,32,0.0,1,2,192,0.14,-1,3,-1,3,-1
20171018_013519,33,0.67,0.05,32,0.0,1,2,204,0.14,-1,3,-1,3,-1
20171018_013519,34,0.73,0.15,64,0.0,1,2,220,0.0,-1,3,-1,3,-1
20171018_013519,35,0.8,0.24,64,0.0,1,0,252,0.0,-1,3,-1,3,-1
20171018_013519,36,0.73,0.2,64,0.0,1,2,320,0.0,-1,3,-1,3,-1
20171018_013519,37,0.73,0.24,64,0.0,1,0,332,0.0,-1,3,-1,3,-1
20171018_013519,38,0.67,0.15,64,0.0,1,0,332,0.0,-1,3,-1,3,-1
20171018_013519,39,0.67,0.15,64,0.0,1,2,336,0.14,-1,3,-1,3,-1
20171018_013519,40,0.6,0.12,64,0.0,1,0,336,0.0,-1,3,-1,3,-1
20171018_013519,41,0.6,0.15,64,0.0,1,0,340,0.14,-1,3,-1,3,-1
20171018_013519,42,0.67,0.15,64,0.0,1,0,340,0.14,-1,3,-1,3,-1
20171018_013519,43,0.67,0.17,64,0.0,1,0,344,0.0,-1,3,-1,3,-1
20171018_013519,44,0.67,0.15,64,0.0,1,0,356,0.0,-1,3,-1,3,-1
20171018_013519,45,0.6,0.17,64,0.0,1,0,364,0.0,-1,3,-1,3,-1
20171018_013519,46,0.53,0.22,64,0.0,1,0,368,0.0,-1,3,-1,3,-1
20171018_013519,47,0.53,0.17,64,0.0,1,0,368,0.14,-1,3,-1,3,-1
20171018_013519,48,0.53,0.12,64,0.0,1,0,368,0.0,-1,3,-1,3,-1
20171018_013519,49,0.47,0.12,64,0.0,1,0,372,0.0,-1,3,-1,3,-1
20171018_013519,50,0.47,0.15,64,0.0,1,0,380,0.0,-1,3,-1,3,-1
20171018_013519,51,0.53,0.17,64,0.0,1,2,380,0.14,-1,3,-1,3,-1
20171018_013519,52,0.53,0.17,64,0.0,1,2,384,0.14,-1,3,-1,3,-1
20171018_013519,53,0.53,0.2,64,0.0,1,2,404,0.0,-1,3,-1,3,-1
20171018_013519,54,0.47,0.15,64,0.0,1,3,412,0.0,-1,3,-1,3,-1
20171018_013519,55,0.53,0.22,64,0.0,1,0,428,0.14,-1,3,-1,3,-1
20171018_013519,56,0.53,0.12,64,0.0,0,2,428,0.0,-1,3,-1,3,-1
