ai_id,move_count,heuristics_empty_cells_count,heuristics_neighbour_difference,highest_tile,heuristics_highest_tile_in_corner,heuristics_monotonous_row,best_move,score,heuristics_combineable_cells_count,coefficient_0_act,coefficient_1_ndh,coefficient_2_ecc,coefficient_3_htic,coefficient_4_morow
20171018_013353,0,1.0,0.07,4,1.0,455,0,0,0.0,-1,3,-1,3,-1
20171018_013353,1,0.93,0.12,4,0.0,4,2,0,0.0,-1,3,-1,3,-1
20171018_013353,2,0.87,0.1,4,0.0,1,0,4,0.0,-1,3,-1,3,-1
20171018_013353,3,0.8,0.05,4,0.0,1,0,4,0.0,-1,3,-1,3,-1
20171018_013353,4,0.8,0.07,4,0.0,1,2,4,0.14,-1,3,-1,3,-1
20171018_013353,5,0.87,0.1,8,0.0,1,2,4,0.0,-1,3,-1,3,-1
20171018_013353,6,0.87,0.12,8,0.0,1,2,8,0.0,-1,3,-1,3,-1
20171018_013353,7,0.87,0.05,8,0.0,1,0,20,0.14,-1,3,-1,3,-1
20171018_013353,8,0.87,0.17,16,0.0,1,0,24,0.0,-1,3,-1,3,-1
20171018_013353,9,0.8,0.07,16,0.0,1,0,32,0.0,-1,3,-1,3,-1
20171018_013353,10,0.8,0.07,16,0.0,1,0,48,0.0,-1,3,-1,3,-1
20171018_013353,11,0.8,0.1,16,0.0,1,2,48,0.14,-1,3,-1,3,-1
20171018_013353,12,0.73,0.05,16,0.0,1,0,52,0.0,-1,3,-1,3,-1
20171018_013353,13,0.8,0.1,16,0.0,1,2,56,0.0,-1,3,-1,3,-1
20171018_013353,14,0.73,0.15,16,0.0,1,0,56,0.0,-1,3,-1,3,-1
20171018_013353,15,0.73,0.17,16,0.0,1,0,68,0.0,-1,3,-1,3,-1
20171018_013353,16,0.67,0.15,16,0.0,1,2,68,0.0,-1,3,-1,3,-1
20171018_013353,17,0.6,0.12,16,0.0,1,2,72,0.0,-1,3,-1,3,-1
20171018_013353,18,0.6,0.12,16,0.0,1,0,72,0.14,-1,3,-1,3,-1
20171018_013353,19,0.53,0.05,16,0.0,1,3,72,0.0,-1,3,-1,3,-1
20171018_013353,20,0.67,0.02,16,0.0,1,0,76,0.14,-1,3,-1,3,-1
20171018_013353,21,0.73,0.12,16,0.0,1,2,76,0.14,-1,3,-1,3,-1
20171018_013353,22,0.8,0.24,32,0.0,1,2,92,0.0,-1,3,-1,3,-1
20171018_013353,23,0.73,0.15,32,0.0,1,0,116,0.0,-1,3,-1,3,-1
20171018_013353,24,0.67,0.12,32,0.0,1,0,152,0.0,-1,3,-1,3,-1
20171018_013353,25,0.67,0.12,32,0.0,1,2,152,0.14,-1,3,-1,3,-1
20171018_013353,26,0.6,0.1,32,0.0,1,0,152,0.0,-1,3,-1,3,-1
20171018_013353,27,0.67,0.2,32,0.0,1,2,156,0.0,-1,3,-1,3,-1
20171018_013353,28,0.67,0.17,32,0.0,1,2,156,0.0,-1,3,-1,3,-1
20171018_013353,29,0.6,0.15,32,0.0,0,1,168,0.0,-1,3,-1,3,-1
20171018_013353,30,0.53,0.12,32,0.0,1,0,172,0.0,-1,3,-1,3,-1
20171018_013353,31,0.47,0.15,32,0.0,1,0,172,0.0,-1,3,-1,3,-1
20171018_013353,32,0.47,0.1,32,0.0,1,0,172,0.0,-1,3,-1,3,-1
20171018_013353,33,0.67,0.2,32,0.0,1,2,172,0.0,-1,3,-1,3,-1
20171018_013353,34,0.67,0.1,32,0.0,0,1,176,0.0,-1,3,-1,3,-1
20171018_013353,35,0.67,0.1,32,0.0,1,2,212,0.14,-1,3,-1,3,-1
20171018_013353,36,0.67,0.05,32,0.0,1,0,216,0.14,-1,3,-1,3,-1
20171018_013353,37,0.67,0.1,32,0.0,1,0,224,0.14,-1,3,-1,3,-1
20171018_013353,38,0.73,0.27,64,0.0,1,0,240,0.0,-1,3,-1,3,-1
20171018_013353,39,0.67,0.22,64,0.0,1,2,272,0.0,-1,3,-1,3,-1
20171018_013353,40,0.67,0.22,64,0.0,1,0,340,0.0,-1,3,-1,3,-1
20171018_013353,41,0.6,0.22,64,0.0,1,3,340,0.0,-1,3,-1,3,-1
20171018_013353,42,0.6,0.15,64,0.0,1,0,344,0.0,-1,3,-1,3,-1
20171018_013353,43,0.67,0.22,64,0.0,1,2,344,0.14,-1,3,-1,3,-1
20171018_013353,44,0.67,0.29,64,0.0,1,2,348,0.0,-1,3,-1,3,-1
20171018_013353,45,0.67,0.24,64,0.0,1,0,364,0.0,-1,3,-1,3,-1
20171018_013353,46,0.67,0.24,64,0.0,1,2,380,0.0,-1,3,-1,3,-1
20171018_013353,47,0.6,0.17,64,0.0,0,1,384,0.0,-1,3,-1,3,-1
20171018_013353,48,0.6,0.2,64,0.0,1,2,388,0.0,-1,3,-1,3,-1
20171018_013353,49,0.67,0.12,64,0.0,1,0,388,0.0,-1,3,-1,3,-1
20171018_013353,50,0.67,0.15,64,0.0,1,2,392,0.0,-1,3,-1,3,-1
20171018_013353,51,0.73,0.2,64,0.0,1,0,404,0.0,-1,3,-1,3,-1
20171018_013353,52,0.67,0.15,64,1.0,0,3,412,0.0,-1,3,-1,3,-1
20171018_013353,53,0.6,0.29,64,0.0,1,2,432,0.0,-1,3,-1,3,-1
20171018_013353,54,0.6,0.15,64,0.0,0,1,432,0.0,-1,3,-1,3,-1
20171018_013353,55,0.6,0.24,64,0.0,1,0,432,0.0,-1,3,-1,3,-1
20171018_013353,56,0.53,0.15,64,0.0,0,1,436,0.0,-1,3,-1,3,-1
20171018_013353,57,0.6,0.17,64,0.0,1,2,444,0.0,-1,3,-1,3,-1
20171018_013353,58,0.53,0.15,64,0.0,1,2,444,0.0,-1,3,-1,3,-1
20171018_013353,59,0.53,0.07,64,0.0,1,0,480,0.14,-1,3,-1,3,-1
20171018_013353,60,0.53,0.12,64,0.0,0,1,480,0.14,-1,3,-1,3,-1
20171018_013353,61,0.6,0.17,64,0.0,1,2,484,0.0,-1,3,-1,3,-1
20171018_013353,62,0.53,0.2,64,0.0,1,2,492,0.0,-1,3,-1,3,-1
20171018_013353,63,0.53,0.15,64,0.0,1,0,512,0.14,-1,3,-1,3,-1
20171018_013353,64,0.53,0.17,64,0.0,1,0,512,0.14,-1,3,-1,3,-1
20171018_013353,65,0.53,0.24,64,0.0,1,0,516,0.0,-1,3,-1,3,-1
20171018_013353,66,0.53,0.2,64,0.0,1,0,524,0.14,-1,3,-1,3,-1
20171018_013353,67,0.53,0.22,64,0.0,1,0,540,0.0,-1,3,-1,3,-1
20171018_013353,68,0.47,0.24,64,0.0,1,0,544,0.0,-1,3,-1,3,-1
20171018_013353,69,0.47,0.17,64,0.0,1,3,552,0.0,-1,3,-1,3,-1
20171018_013353,70,0.4,0.2,64,0.0,0,2,552,0.0,-1,3,-1,3,-1
20171018_013353,71,0.47,0.24,64,0.0,1,0,556,0.0,-1,3,-1,3,-1
20171018_013353,72,0.4,0.22,64,0.0,1,3,556,0.0,-1,3,-1,3,-1
20171018_013353,73,0.4,0.22,64,0.0,1,0,568,0.14,-1,3,-1,3,-1
20171018_013353,74,0.47,0.17,64,0.0,1,2,568,0.14,-1,3,-1,3,-1
20171018_013353,75,0.47,0.17,64,0.0,1,3,584,0.0,-1,3,-1,3,-1
20171018_013353,76,0.53,0.1,64,0.0,1,0,620,0.0,-1,3,-1,3,-1
20171018_013353,77,0.6,0.17,128,0.0,1,2,628,0.0,-1,3,-1,3,-1
20171018_013353,78,0.6,0.2,128,0.0,0,1,696,0.0,-1,3,-1,3,-1
20171018_013353,79,0.53,0.15,128,0.0,1,0,832,0.0,-1,3,-1,3,-1
