ai_id,move_count,heuristics_empty_cells_count,heuristics_neighbour_difference,highest_tile,heuristics_highest_tile_in_corner,heuristics_monotonous_row,best_move,score,heuristics_combineable_cells_count,coefficient_0_act,coefficient_1_ndh,coefficient_2_ecc,coefficient_3_htic,coefficient_4_morow
20171018_013541,0,0.93,0.0,2,0.0,95,0,0,0.0,-1,3,-1,3,-1
20171018_013541,1,0.93,0.05,4,0.0,1,0,0,0.0,-1,3,-1,3,-1
20171018_013541,2,0.87,0.07,4,0.0,0,2,0,0.0,-1,3,-1,3,-1
20171018_013541,3,0.8,0.05,4,0.0,1,2,4,0.0,-1,3,-1,3,-1
20171018_013541,4,0.8,0.07,4,0.0,1,0,4,0.14,-1,3,-1,3,-1
20171018_013541,5,0.87,0.1,8,0.0,1,0,4,0.0,-1,3,-1,3,-1
20171018_013541,6,0.8,0.12,8,0.0,1,2,8,0.0,-1,3,-1,3,-1
20171018_013541,7,0.73,0.07,8,0.0,1,0,20,0.0,-1,3,-1,3,-1
20171018_013541,8,0.73,0.07,8,0.0,1,0,20,0.14,-1,3,-1,3,-1
20171018_013541,9,0.8,0.07,8,0.0,1,0,20,0.0,-1,3,-1,3,-1
20171018_013541,10,0.8,0.2,16,0.0,1,2,24,0.0,-1,3,-1,3,-1
20171018_013541,11,0.8,0.12,16,0.0,1,0,36,0.0,-1,3,-1,3,-1
20171018_013541,12,0.8,0.05,16,0.0,1,0,52,0.14,-1,3,-1,3,-1
20171018_013541,13,0.8,0.15,16,0.0,1,0,56,0.0,-1,3,-1,3,-1
20171018_013541,14,0.73,0.15,16,0.0,1,0,60,0.0,-1,3,-1,3,-1
20171018_013541,15,0.73,0.17,16,0.0,1,0,68,0.0,-1,3,-1,3,-1
20171018_013541,16,0.73,0.07,16,0.0,1,2,68,0.14,-1,3,-1,3,-1
20171018_013541,17,0.73,0.15,16,0.0,1,2,72,0.0,-1,3,-1,3,-1
20171018_013541,18,0.67,0.17,16,0.0,1,0,76,0.0,-1,3,-1,3,-1
20171018_013541,19,0.6,0.12,16,0.0,1,0,84,0.0,-1,3,-1,3,-1
20171018_013541,20,0.6,0.07,16,0.0,1,0,84,0.0,-1,3,-1,3,-1
20171018_013541,21,0.67,0.12,16,0.0,1,2,84,0.14,-1,3,-1,3,-1
