ai_id,move_count,heuristics_empty_cells_count,heuristics_neighbour_difference,highest_tile,heuristics_highest_tile_in_corner,heuristics_monotonous_row,best_move,score,heuristics_combineable_cells_count,coefficient_0_act,coefficient_1_ndh,coefficient_2_ecc,coefficient_3_htic,coefficient_4_morow
20171018_012848,0,0.93,0.0,2,0.0,1,2,0,0.0,-1,3,-1,3,-1
20171018_012848,1,0.93,0.12,4,0.0,2,0,0,0.0,-1,3,-1,3,-1
20171018_012848,2,0.87,0.07,4,0.0,1,2,0,0.0,-1,3,-1,3,-1
20171018_012848,3,0.87,0.02,4,0.0,1,0,4,0.14,-1,3,-1,3,-1
20171018_012848,4,0.87,0.1,8,0.0,1,0,4,0.0,-1,3,-1,3,-1
20171018_012848,5,0.8,0.07,8,0.0,1,0,8,0.0,-1,3,-1,3,-1
20171018_012848,6,0.8,0.12,8,0.0,1,2,16,0.0,-1,3,-1,3,-1
20171018_012848,7,0.8,0.07,8,0.0,1,2,16,0.14,-1,3,-1,3,-1
20171018_012848,8,0.87,0.17,16,0.0,1,2,20,0.0,-1,3,-1,3,-1
20171018_012848,9,0.87,0.1,16,0.0,1,0,28,0.0,-1,3,-1,3,-1
20171018_012848,10,0.8,0.05,16,0.0,1,0,48,0.0,-1,3,-1,3,-1
20171018_012848,11,0.73,0.05,16,0.0,1,0,56,0.0,-1,3,-1,3,-1
20171018_012848,12,0.73,0.07,16,0.0,1,0,56,0.0,-1,3,-1,3,-1
20171018_012848,13,0.73,0.1,16,0.0,1,2,56,0.14,-1,3,-1,3,-1
20171018_012848,14,0.8,0.15,16,0.0,1,2,60,0.0,-1,3,-1,3,-1
20171018_012848,15,0.73,0.15,16,0.0,1,0,64,0.0,-1,3,-1,3,-1
20171018_012848,16,0.67,0.2,16,0.0,1,2,76,0.0,-1,3,-1,3,-1
20171018_012848,17,0.6,0.15,16,0.0,1,0,76,0.0,-1,3,-1,3,-1
20171018_012848,18,0.6,0.12,16,0.0,1,2,76,0.0,-1,3,-1,3,-1
20171018_012848,19,0.6,0.17,16,0.0,1,0,76,0.0,-1,3,-1,3,-1
20171018_012848,20,0.53,0.15,16,0.0,1,3,80,0.0,-1,3,-1,3,-1
20171018_012848,21,0.47,0.12,16,0.0,0,2,84,0.0,-1,3,-1,3,-1
20171018_012848,22,0.53,0.07,16,0.0,1,0,84,0.14,-1,3,-1,3,-1
20171018_012848,23,0.53,0.15,16,0.0,1,0,84,0.0,-1,3,-1,3,-1
20171018_012848,24,0.53,0.12,32,0.0,1,2,96,0.0,-1,3,-1,3,-1
20171018_012848,25,0.53,0.07,32,0.0,1,2,112,0.0,-1,3,-1,3,-1
20171018_012848,26,0.67,0.12,32,0.0,1,0,144,0.14,-1,3,-1,3,-1
20171018_012848,27,0.73,0.07,32,0.0,1,0,148,0.0,-1,3,-1,3,-1
20171018_012848,28,0.73,0.1,32,0.0,1,2,168,0.14,-1,3,-1,3,-1
20171018_012848,29,0.73,0.07,32,0.0,1,2,188,0.0,-1,3,-1,3,-1
