ai_id,move_count,heuristics_empty_cells_count,heuristics_neighbour_difference,highest_tile,heuristics_highest_tile_in_corner,heuristics_monotonous_row,best_move,score,heuristics_combineable_cells_count,coefficient_0_act,coefficient_1_ndh,coefficient_2_ecc,coefficient_3_htic,coefficient_4_morow
20171018_012356,0,0.93,0.05,4,1.0,5120,0,0,0.0,-1,3,-1,3,-1
20171018_012356,1,0.87,0.02,4,0.0,2,0,0,0.0,-1,3,-1,3,-1
20171018_012356,2,0.87,0.15,8,0.0,1,2,0,0.0,-1,3,-1,3,-1
20171018_012356,3,0.87,0.1,8,0.0,1,0,0,0.0,-1,3,-1,3,-1
20171018_012356,4,0.87,0.07,8,0.0,1,0,8,0.0,-1,3,-1,3,-1
20171018_012356,5,0.8,0.05,8,1.0,0,3,12,0.0,-1,3,-1,3,-1
20171018_012356,6,0.73,0.07,8,0.0,3,2,16,0.0,-1,3,-1,3,-1
20171018_012356,7,0.73,0.07,8,0.0,1,0,16,0.14,-1,3,-1,3,-1
20171018_012356,8,0.73,0.02,8,0.0,1,0,16,0.14,-1,3,-1,3,-1
20171018_012356,9,0.8,0.12,16,0.0,1,0,20,0.0,-1,3,-1,3,-1
20171018_012356,10,0.73,0.15,16,0.0,1,3,28,0.0,-1,3,-1,3,-1
20171018_012356,11,0.73,0.07,16,0.0,1,0,48,0.0,-1,3,-1,3,-1
20171018_012356,12,0.67,0.05,16,0.0,1,0,48,0.0,-1,3,-1,3,-1
20171018_012356,13,0.67,0.07,16,0.0,1,0,52,0.14,-1,3,-1,3,-1
20171018_012356,14,0.67,0.07,16,0.0,1,0,52,0.0,-1,3,-1,3,-1
20171018_012356,15,0.73,0.12,16,0.0,1,2,56,0.14,-1,3,-1,3,-1
20171018_012356,16,0.73,0.1,16,0.0,1,2,64,0.14,-1,3,-1,3,-1
20171018_012356,17,0.73,0.2,32,0.0,1,2,76,0.0,-1,3,-1,3,-1
20171018_012356,18,0.67,0.2,32,0.0,1,0,92,0.0,-1,3,-1,3,-1
20171018_012356,19,0.6,0.17,32,0.0,1,0,124,0.0,-1,3,-1,3,-1
20171018_012356,20,0.6,0.12,32,0.0,1,2,124,0.14,-1,3,-1,3,-1
20171018_012356,21,0.6,0.07,32,0.0,1,0,124,0.14,-1,3,-1,3,-1
20171018_012356,22,0.67,0.1,32,0.0,1,2,128,0.14,-1,3,-1,3,-1
20171018_012356,23,0.67,0.2,32,0.0,1,2,132,0.0,-1,3,-1,3,-1
20171018_012356,24,0.67,0.15,32,0.0,1,2,144,0.0,-1,3,-1,3,-1
20171018_012356,25,0.6,0.12,32,0.0,1,2,152,0.0,-1,3,-1,3,-1
20171018_012356,26,0.67,0.15,32,0.0,1,0,156,0.14,-1,3,-1,3,-1
20171018_012356,27,0.73,0.12,32,0.0,1,0,156,0.0,-1,3,-1,3,-1
20171018_012356,28,0.67,0.15,32,0.0,1,0,168,0.0,-1,3,-1,3,-1
20171018_012356,29,0.67,0.1,32,0.0,1,0,188,0.0,-1,3,-1,3,-1
20171018_012356,30,0.67,0.12,32,0.0,1,2,188,0.14,-1,3,-1,3,-1
20171018_012356,31,0.73,0.2,32,0.0,1,2,192,0.0,-1,3,-1,3,-1
20171018_012356,32,0.67,0.17,32,0.0,1,2,200,0.0,-1,3,-1,3,-1
20171018_012356,33,0.6,0.2,32,0.0,1,0,220,0.0,-1,3,-1,3,-1
20171018_012356,34,0.53,0.02,32,0.0,0,1,220,0.0,-1,3,-1,3,-1
20171018_012356,35,0.73,0.02,32,0.0,1,2,220,0.14,-1,3,-1,3,-1
20171018_012356,36,0.73,0.17,64,0.0,2,0,220,0.0,-1,3,-1,3,-1
20171018_012356,37,0.73,0.12,64,0.0,1,2,268,0.0,-1,3,-1,3,-1
20171018_012356,38,0.67,0.15,64,0.0,1,2,332,0.0,-1,3,-1,3,-1
20171018_012356,39,0.67,0.1,64,0.0,1,2,336,0.14,-1,3,-1,3,-1
20171018_012356,40,0.67,0.12,64,0.0,1,2,336,0.0,-1,3,-1,3,-1
20171018_012356,41,0.67,0.1,64,0.0,1,2,340,0.0,-1,3,-1,3,-1
20171018_012356,42,0.6,0.12,64,0.0,1,2,348,0.0,-1,3,-1,3,-1
20171018_012356,43,0.53,0.1,64,0.0,1,2,352,0.0,-1,3,-1,3,-1
20171018_012356,44,0.47,0.12,64,0.0,1,2,352,0.0,-1,3,-1,3,-1
20171018_012356,45,0.47,0.1,64,0.0,1,2,352,0.14,-1,3,-1,3,-1
20171018_012356,46,0.47,0.17,64,0.0,1,2,352,0.0,-1,3,-1,3,-1
20171018_012356,47,0.6,0.15,64,0.0,1,0,356,0.14,-1,3,-1,3,-1
20171018_012356,48,0.6,0.17,64,0.0,1,0,364,0.14,-1,3,-1,3,-1
20171018_012356,49,0.53,0.2,64,0.0,1,3,388,0.0,-1,3,-1,3,-1
20171018_012356,50,0.53,0.2,64,0.0,1,0,396,0.14,-1,3,-1,3,-1
20171018_012356,51,0.53,0.1,64,0.0,1,2,396,0.14,-1,3,-1,3,-1
20171018_012356,52,0.6,0.2,64,0.0,1,2,400,0.0,-1,3,-1,3,-1
20171018_012356,53,0.6,0.15,64,0.0,1,2,408,0.0,-1,3,-1,3,-1
20171018_012356,54,0.53,0.17,64,0.0,1,2,428,0.0,-1,3,-1,3,-1
20171018_012356,55,0.53,0.15,64,0.0,1,2,432,0.14,-1,3,-1,3,-1
20171018_012356,56,0.6,0.15,64,0.0,1,0,432,0.14,-1,3,-1,3,-1
20171018_012356,57,0.6,0.12,64,0.0,1,0,436,0.14,-1,3,-1,3,-1
20171018_012356,58,0.67,0.1,64,0.0,1,0,452,0.14,-1,3,-1,3,-1
20171018_012356,59,0.67,0.2,64,0.0,1,0,468,0.0,-1,3,-1,3,-1
20171018_012356,60,0.67,0.15,64,0.0,1,0,504,0.0,-1,3,-1,3,-1
20171018_012356,61,0.6,0.2,64,0.0,1,3,512,0.0,-1,3,-1,3,-1
20171018_012356,62,0.53,0.2,64,0.0,1,3,516,0.0,-1,3,-1,3,-1
20171018_012356,63,0.47,0.24,64,0.0,1,3,516,0.0,-1,3,-1,3,-1
20171018_012356,64,0.4,0.2,64,0.0,1,0,516,0.0,-1,3,-1,3,-1
20171018_012356,65,0.4,0.22,64,0.0,1,2,516,0.0,-1,3,-1,3,-1
20171018_012356,66,0.4,0.2,64,0.0,1,2,516,0.0,-1,3,-1,3,-1
20171018_012356,67,0.33,0.17,64,0.0,1,3,520,0.0,-1,3,-1,3,-1
20171018_012356,68,0.4,0.2,64,0.0,1,0,524,0.14,-1,3,-1,3,-1
20171018_012356,69,0.47,0.17,64,0.0,1,0,524,0.0,-1,3,-1,3,-1
20171018_012356,70,0.47,0.22,64,0.0,1,2,536,0.0,-1,3,-1,3,-1
20171018_012356,71,0.53,0.22,64,0.0,1,0,548,0.0,-1,3,-1,3,-1
20171018_012356,72,0.6,0.1,64,0.0,1,2,564,0.14,-1,3,-1,3,-1
20171018_012356,73,0.6,0.12,64,0.0,1,0,612,0.0,-1,3,-1,3,-1
20171018_012356,74,0.6,0.07,64,0.0,1,0,680,0.14,-1,3,-1,3,-1
20171018_012356,75,0.6,0.27,128,0.0,1,2,688,0.0,-1,3,-1,3,-1
20171018_012356,76,0.6,0.24,128,0.0,1,2,692,0.0,-1,3,-1,3,-1
20171018_012356,77,0.53,0.24,128,0.0,0,1,820,0.0,-1,3,-1,3,-1
20171018_012356,78,0.47,0.24,128,0.0,1,0,824,0.0,-1,3,-1,3,-1
20171018_012356,79,0.53,0.15,128,0.0,1,2,824,0.14,-1,3,-1,3,-1
20171018_012356,80,0.6,0.22,128,0.0,1,0,824,0.14,-1,3,-1,3,-1
20171018_012356,81,0.6,0.22,128,0.0,1,0,832,0.0,-1,3,-1,3,-1
20171018_012356,82,0.6,0.2,128,0.0,1,0,848,0.0,-1,3,-1,3,-1
20171018_012356,83,0.6,0.24,128,0.0,1,2,864,0.0,-1,3,-1,3,-1
20171018_012356,84,0.6,0.2,128,0.0,1,0,868,0.14,-1,3,-1,3,-1
20171018_012356,85,0.53,0.15,128,0.0,1,2,900,0.0,-1,3,-1,3,-1
20171018_012356,86,0.53,0.2,128,0.0,1,2,904,0.0,-1,3,-1,3,-1
20171018_012356,87,0.53,0.2,128,0.0,1,0,904,0.0,-1,3,-1,3,-1
20171018_012356,88,0.47,0.17,128,0.0,1,0,908,0.0,-1,3,-1,3,-1
20171018_012356,89,0.4,0.2,128,0.0,1,0,916,0.0,-1,3,-1,3,-1
20171018_012356,90,0.33,0.2,128,0.0,0,1,916,0.0,-1,3,-1,3,-1
20171018_012356,91,0.4,0.27,128,0.0,1,2,916,0.0,-1,3,-1,3,-1
20171018_012356,92,0.47,0.22,128,0.0,1,0,916,0.0,-1,3,-1,3,-1
20171018_012356,93,0.4,0.24,128,0.0,1,0,936,0.0,-1,3,-1,3,-1
20171018_012356,94,0.33,0.22,128,0.0,0,1,948,0.0,-1,3,-1,3,-1
20171018_012356,95,0.4,0.22,128,0.0,1,2,948,0.14,-1,3,-1,3,-1
20171018_012356,96,0.4,0.24,128,0.0,1,0,948,0.0,-1,3,-1,3,-1
20171018_012356,97,0.4,0.24,128,0.0,1,2,960,0.0,-1,3,-1,3,-1
20171018_012356,98,0.47,0.15,128,0.0,1,0,964,0.14,-1,3,-1,3,-1
20171018_012356,99,0.47,0.17,128,0.0,1,2,972,0.0,-1,3,-1,3,-1
20171018_012356,100,0.6,0.24,128,0.0,1,0,992,0.0,-1,3,-1,3,-1
20171018_012356,101,0.53,0.29,128,0.0,1,3,1024,0.0,-1,3,-1,3,-1
20171018_012356,102,0.53,0.32,128,0.0,0,2,1100,0.0,-1,3,-1,3,-1
20171018_012356,103,0.47,0.32,128,0.0,1,3,1100,0.0,-1,3,-1,3,-1
20171018_012356,104,0.4,0.22,128,0.0,0,2,1104,0.0,-1,3,-1,3,-1
20171018_012356,105,0.4,0.27,128,0.0,1,0,1104,0.0,-1,3,-1,3,-1
20171018_012356,106,0.4,0.2,128,0.0,1,0,1104,0.14,-1,3,-1,3,-1
20171018_012356,107,0.4,0.15,128,0.0,1,2,1108,0.14,-1,3,-1,3,-1
20171018_012356,108,0.47,0.22,128,0.0,1,0,1112,0.0,-1,3,-1,3,-1
20171018_012356,109,0.47,0.17,128,0.0,1,0,1120,0.14,-1,3,-1,3,-1
20171018_012356,110,0.47,0.2,128,0.0,1,0,1140,0.0,-1,3,-1,3,-1
20171018_012356,111,0.47,0.27,128,0.0,1,3,1144,0.0,-1,3,-1,3,-1
20171018_012356,112,0.4,0.32,128,0.0,1,2,1152,0.0,-1,3,-1,3,-1
20171018_012356,113,0.4,0.27,128,0.0,1,0,1160,0.0,-1,3,-1,3,-1
20171018_012356,114,0.47,0.2,128,0.0,1,2,1160,0.14,-1,3,-1,3,-1
20171018_012356,115,0.4,0.24,128,0.0,0,1,1164,0.0,-1,3,-1,3,-1
20171018_012356,116,0.4,0.22,128,0.0,1,0,1176,0.0,-1,3,-1,3,-1
20171018_012356,117,0.33,0.24,128,0.0,0,1,1176,0.0,-1,3,-1,3,-1
20171018_012356,118,0.33,0.2,128,0.0,1,2,1180,0.14,-1,3,-1,3,-1
20171018_012356,119,0.4,0.24,128,0.0,1,0,1180,0.0,-1,3,-1,3,-1
20171018_012356,120,0.33,0.15,128,0.0,0,1,1196,0.0,-1,3,-1,3,-1
20171018_012356,121,0.4,0.17,128,0.0,1,2,1216,0.14,-1,3,-1,3,-1
20171018_012356,122,0.33,0.1,128,0.0,1,0,1216,0.0,-1,3,-1,3,-1
20171018_012356,123,0.47,0.27,128,0.0,1,2,1252,0.0,-1,3,-1,3,-1
20171018_012356,124,0.47,0.2,128,0.0,1,0,1252,0.0,-1,3,-1,3,-1
20171018_012356,125,0.47,0.24,128,0.0,1,2,1272,0.0,-1,3,-1,3,-1
20171018_012356,126,0.47,0.12,128,0.0,0,1,1276,0.14,-1,3,-1,3,-1
20171018_012356,127,0.53,0.12,128,0.0,1,1,1284,0.0,-1,3,-1,3,-1
20171018_012356,128,0.6,0.1,128,0.0,1,2,1300,0.14,-1,3,-1,3,-1
20171018_012356,129,0.6,0.12,128,0.0,1,2,1336,0.14,-1,3,-1,3,-1
20171018_012356,130,0.67,0.17,128,0.0,1,0,1404,0.14,-1,3,-1,3,-1
20171018_012356,131,0.67,0.15,256,0.0,1,0,1412,0.0,-1,3,-1,3,-1
20171018_012356,132,0.67,0.15,256,0.0,1,0,1544,0.0,-1,3,-1,3,-1
20171018_012356,133,0.67,0.22,256,0.0,1,0,1800,0.0,-1,3,-1,3,-1
20171018_012356,134,0.6,0.27,256,0.0,1,0,1804,0.0,-1,3,-1,3,-1
20171018_012356,135,0.67,0.29,256,0.0,1,2,1812,0.0,-1,3,-1,3,-1
20171018_012356,136,0.6,0.29,256,0.0,1,2,1812,0.0,-1,3,-1,3,-1
20171018_012356,137,0.53,0.27,256,0.0,1,0,1832,0.0,-1,3,-1,3,-1
20171018_012356,138,0.53,0.24,256,0.0,1,3,1832,0.0,-1,3,-1,3,-1
20171018_012356,139,0.47,0.24,256,0.0,1,3,1832,0.0,-1,3,-1,3,-1
20171018_012356,140,0.53,0.29,256,0.0,1,0,1840,0.14,-1,3,-1,3,-1
20171018_012356,141,0.53,0.22,256,0.0,1,0,1840,0.0,-1,3,-1,3,-1
