ai_id,move_count,heuristics_empty_cells_count,heuristics_neighbour_difference,highest_tile,heuristics_highest_tile_in_corner,heuristics_monotonous_row,best_move,score,heuristics_combineable_cells_count,coefficient_0_act,coefficient_1_ndh,coefficient_2_ecc,coefficient_3_htic,coefficient_4_morow
20171018_012303,0,0.93,0.1,2,0.0,8,2,0,0.0,-1,3,-1,3,-1
20171018_012303,1,0.93,0.12,4,0.0,2,0,0,0.0,-1,3,-1,3,-1
20171018_012303,2,0.87,0.07,4,0.0,1,2,0,0.0,-1,3,-1,3,-1
20171018_012303,3,0.87,0.02,4,0.0,1,2,4,0.14,-1,3,-1,3,-1
20171018_012303,4,0.87,0.05,8,0.0,1,2,4,0.0,-1,3,-1,3,-1
20171018_012303,5,0.87,0.1,8,0.0,1,0,8,0.0,-1,3,-1,3,-1
20171018_012303,6,0.8,0.05,8,0.0,1,2,16,0.0,-1,3,-1,3,-1
20171018_012303,7,0.8,0.1,8,0.0,1,2,20,0.0,-1,3,-1,3,-1
20171018_012303,8,0.73,0.12,8,0.0,1,0,20,0.0,-1,3,-1,3,-1
20171018_012303,9,0.73,0.07,8,0.0,1,0,24,0.0,-1,3,-1,3,-1
20171018_012303,10,0.73,0.1,8,0.0,1,2,24,0.14,-1,3,-1,3,-1
20171018_012303,11,0.73,0.1,16,0.0,1,2,28,0.0,-1,3,-1,3,-1
20171018_012303,12,0.73,0.15,16,0.0,1,0,36,0.14,-1,3,-1,3,-1
20171018_012303,13,0.73,0.12,16,0.0,1,2,52,0.0,-1,3,-1,3,-1
20171018_012303,14,0.73,0.15,16,0.0,1,0,56,0.0,-1,3,-1,3,-1
20171018_012303,15,0.73,0.1,16,0.0,1,0,60,0.0,-1,3,-1,3,-1
20171018_012303,16,0.73,0.07,16,0.0,1,2,68,0.0,-1,3,-1,3,-1
20171018_012303,17,0.67,0.12,16,0.0,1,2,72,0.0,-1,3,-1,3,-1
20171018_012303,18,0.73,0.12,16,0.0,1,0,80,0.0,-1,3,-1,3,-1
20171018_012303,19,0.67,0.15,16,0.0,0,1,80,0.0,-1,3,-1,3,-1
20171018_012303,20,0.6,0.2,16,0.0,1,0,88,0.0,-1,3,-1,3,-1
20171018_012303,21,0.6,0.15,16,0.0,1,2,88,0.0,-1,3,-1,3,-1
20171018_012303,22,0.6,0.15,16,0.0,1,0,88,0.14,-1,3,-1,3,-1
20171018_012303,23,0.6,0.07,16,0.0,1,0,92,0.14,-1,3,-1,3,-1
20171018_012303,24,0.67,0.17,32,0.0,1,0,100,0.0,-1,3,-1,3,-1
20171018_012303,25,0.6,0.15,32,0.0,1,2,116,0.0,-1,3,-1,3,-1
20171018_012303,26,0.6,0.15,32,0.0,1,3,152,0.0,-1,3,-1,3,-1
20171018_012303,27,0.6,0.1,32,0.0,1,3,152,0.14,-1,3,-1,3,-1
20171018_012303,28,0.67,0.2,32,0.0,1,0,156,0.0,-1,3,-1,3,-1
20171018_012303,29,0.6,0.2,32,0.0,1,0,160,0.0,-1,3,-1,3,-1
20171018_012303,30,0.6,0.2,32,0.0,1,2,176,0.0,-1,3,-1,3,-1
20171018_012303,31,0.6,0.17,32,0.0,1,0,176,0.0,-1,3,-1,3,-1
20171018_012303,32,0.6,0.1,32,0.0,1,0,192,0.14,-1,3,-1,3,-1
20171018_012303,33,0.6,0.12,32,0.0,1,2,196,0.0,-1,3,-1,3,-1
20171018_012303,34,0.53,0.1,32,0.0,1,3,200,0.0,-1,3,-1,3,-1
20171018_012303,35,0.67,0.1,32,0.0,1,0,208,0.14,-1,3,-1,3,-1
20171018_012303,36,0.67,0.1,32,0.0,1,3,208,0.0,-1,3,-1,3,-1
20171018_012303,37,0.6,0.12,32,0.0,1,3,232,0.0,-1,3,-1,3,-1
20171018_012303,38,0.6,0.2,32,0.0,1,0,240,0.0,-1,3,-1,3,-1
20171018_012303,39,0.53,0.15,32,0.0,1,0,240,0.0,-1,3,-1,3,-1
20171018_012303,40,0.53,0.1,32,0.0,0,2,248,0.0,-1,3,-1,3,-1
20171018_012303,41,0.67,0.07,32,0.0,1,0,248,0.0,-1,3,-1,3,-1
20171018_012303,42,0.67,0.12,32,0.0,1,2,252,0.14,-1,3,-1,3,-1
20171018_012303,43,0.67,0.15,64,0.0,1,2,280,0.0,-1,3,-1,3,-1
20171018_012303,44,0.67,0.07,64,0.0,1,0,312,0.0,-1,3,-1,3,-1
20171018_012303,45,0.67,0.12,64,0.0,1,0,376,0.0,-1,3,-1,3,-1
20171018_012303,46,0.6,0.17,64,0.0,1,0,384,0.0,-1,3,-1,3,-1
20171018_012303,47,0.53,0.12,64,0.0,1,0,388,0.0,-1,3,-1,3,-1
20171018_012303,48,0.6,0.22,64,0.0,1,2,388,0.0,-1,3,-1,3,-1
20171018_012303,49,0.6,0.22,64,0.0,1,0,388,0.0,-1,3,-1,3,-1
20171018_012303,50,0.6,0.17,64,0.0,1,0,408,0.14,-1,3,-1,3,-1
20171018_012303,51,0.53,0.12,64,0.0,1,2,416,0.0,-1,3,-1,3,-1
20171018_012303,52,0.53,0.17,64,0.0,1,2,420,0.0,-1,3,-1,3,-1
20171018_012303,53,0.53,0.17,64,0.0,1,0,420,0.0,-1,3,-1,3,-1
20171018_012303,54,0.53,0.17,64,0.0,1,2,424,0.0,-1,3,-1,3,-1
20171018_012303,55,0.6,0.2,64,0.0,1,0,432,0.0,-1,3,-1,3,-1
20171018_012303,56,0.53,0.24,64,0.0,1,0,436,0.0,-1,3,-1,3,-1
20171018_012303,57,0.47,0.07,64,0.0,1,3,448,0.0,-1,3,-1,3,-1
20171018_012303,58,0.6,0.15,64,0.0,1,0,448,0.14,-1,3,-1,3,-1
20171018_012303,59,0.53,0.17,64,0.0,1,2,448,0.0,-1,3,-1,3,-1
20171018_012303,60,0.47,0.15,64,0.0,1,3,500,0.0,-1,3,-1,3,-1
20171018_012303,61,0.53,0.22,64,0.0,1,0,500,0.0,-1,3,-1,3,-1
20171018_012303,62,0.47,0.17,64,0.0,1,0,500,0.0,-1,3,-1,3,-1
20171018_012303,63,0.53,0.2,64,0.0,1,3,512,0.0,-1,3,-1,3,-1
20171018_012303,64,0.47,0.17,64,0.0,1,2,512,0.0,-1,3,-1,3,-1
20171018_012303,65,0.4,0.15,64,0.0,1,2,524,0.0,-1,3,-1,3,-1
20171018_012303,66,0.47,0.12,64,0.0,1,0,524,0.14,-1,3,-1,3,-1
20171018_012303,67,0.47,0.15,64,0.0,1,3,524,0.0,-1,3,-1,3,-1
20171018_012303,68,0.6,0.12,64,0.0,1,0,544,0.0,-1,3,-1,3,-1
20171018_012303,69,0.6,0.17,64,0.0,1,2,552,0.14,-1,3,-1,3,-1
20171018_012303,70,0.67,0.22,128,0.0,1,2,608,0.0,-1,3,-1,3,-1
20171018_012303,71,0.67,0.24,128,0.0,1,0,672,0.0,-1,3,-1,3,-1
20171018_012303,72,0.6,0.24,128,1.0,0,3,804,0.0,-1,3,-1,3,-1
20171018_012303,73,0.53,0.22,128,0.0,1,2,808,0.0,-1,3,-1,3,-1
20171018_012303,74,0.6,0.15,128,0.0,1,0,808,0.14,-1,3,-1,3,-1
20171018_012303,75,0.6,0.22,128,0.0,1,0,808,0.0,-1,3,-1,3,-1
20171018_012303,76,0.53,0.24,128,0.0,1,0,820,0.0,-1,3,-1,3,-1
20171018_012303,77,0.53,0.2,128,0.0,1,3,828,0.0,-1,3,-1,3,-1
20171018_012303,78,0.53,0.2,128,0.0,1,0,828,0.14,-1,3,-1,3,-1
20171018_012303,79,0.47,0.2,128,0.0,1,2,844,0.0,-1,3,-1,3,-1
20171018_012303,80,0.53,0.2,128,0.0,1,0,848,0.0,-1,3,-1,3,-1
20171018_012303,81,0.6,0.24,128,0.0,1,3,848,0.0,-1,3,-1,3,-1
20171018_012303,82,0.53,0.22,128,0.0,1,2,884,0.0,-1,3,-1,3,-1
20171018_012303,83,0.53,0.24,128,0.0,1,0,896,0.0,-1,3,-1,3,-1
20171018_012303,84,0.47,0.2,128,0.0,1,3,896,0.0,-1,3,-1,3,-1
20171018_012303,85,0.53,0.12,128,0.0,1,0,912,0.14,-1,3,-1,3,-1
20171018_012303,86,0.53,0.17,128,0.0,1,0,912,0.0,-1,3,-1,3,-1
20171018_012303,87,0.47,0.2,128,0.0,1,0,920,0.0,-1,3,-1,3,-1
20171018_012303,88,0.47,0.17,128,0.0,1,0,928,0.0,-1,3,-1,3,-1
20171018_012303,89,0.47,0.15,128,0.0,1,0,928,0.0,-1,3,-1,3,-1
20171018_012303,90,0.53,0.1,128,0.0,1,3,932,0.14,-1,3,-1,3,-1
20171018_012303,91,0.53,0.17,128,0.0,1,2,936,0.0,-1,3,-1,3,-1
20171018_012303,92,0.53,0.2,128,0.0,1,0,952,0.14,-1,3,-1,3,-1
20171018_012303,93,0.53,0.17,128,0.0,1,0,968,0.0,-1,3,-1,3,-1
20171018_012303,94,0.53,0.15,128,0.0,1,3,972,0.0,-1,3,-1,3,-1
20171018_012303,95,0.67,0.17,128,0.0,1,0,980,0.0,-1,3,-1,3,-1
20171018_012303,96,0.67,0.2,128,0.0,1,2,988,0.0,-1,3,-1,3,-1
20171018_012303,97,0.6,0.24,128,0.0,1,0,1040,0.0,-1,3,-1,3,-1
20171018_012303,98,0.6,0.24,128,0.0,1,0,1104,0.0,-1,3,-1,3,-1
20171018_012303,99,0.53,0.24,128,1.0,0,1,1104,0.0,-1,3,-1,3,-1
20171018_012303,100,0.47,0.51,128,1.0,15,0,1108,0.0,-1,3,-1,3,-1
20171018_012303,101,0.4,0.51,128,1.0,1,2,1108,0.0,-1,3,-1,3,-1
20171018_012303,102,0.33,0.46,128,1.0,1,3,1108,0.0,-1,3,-1,3,-1
20171018_012303,103,0.4,0.39,128,1.0,1,0,1108,0.14,-1,3,-1,3,-1
20171018_012303,104,0.4,0.24,128,1.0,1,3,1108,0.0,-1,3,-1,3,-1
20171018_012303,105,0.4,0.29,128,1.0,1,3,1116,0.0,-1,3,-1,3,-1
20171018_012303,106,0.33,0.32,128,1.0,1,3,1124,0.0,-1,3,-1,3,-1
20171018_012303,107,0.33,0.27,128,1.0,1,3,1128,0.14,-1,3,-1,3,-1
20171018_012303,108,0.33,0.29,128,1.0,1,0,1128,0.0,-1,3,-1,3,-1
20171018_012303,109,0.33,0.41,128,1.0,1,3,1132,0.0,-1,3,-1,3,-1
20171018_012303,110,0.27,0.49,128,1.0,0,2,1136,0.0,-1,3,-1,3,-1
20171018_012303,111,0.27,0.39,128,1.0,1,3,1144,0.0,-1,3,-1,3,-1
20171018_012303,112,0.27,0.37,128,1.0,1,3,1144,0.0,-1,3,-1,3,-1
20171018_012303,113,0.2,0.34,128,1.0,1,0,1148,0.0,-1,3,-1,3,-1
20171018_012303,114,0.2,0.29,128,1.0,1,0,1152,0.14,-1,3,-1,3,-1
20171018_012303,115,0.13,0.32,128,1.0,1,2,1152,0.0,-1,3,-1,3,-1
20171018_012303,116,0.07,0.29,128,1.0,1,3,1156,0.0,-1,3,-1,3,-1
20171018_012303,117,0.27,0.32,128,1.0,1,0,1156,0.0,-1,3,-1,3,-1
20171018_012303,118,0.2,0.29,128,1.0,1,2,1156,0.0,-1,3,-1,3,-1
20171018_012303,119,0.2,0.29,128,1.0,1,3,1192,0.0,-1,3,-1,3,-1
20171018_012303,120,0.27,0.22,128,1.0,1,0,1192,0.29,-1,3,-1,3,-1
20171018_012303,121,0.33,0.12,128,1.0,0,1,1196,0.14,-1,3,-1,3,-1
20171018_012303,122,0.47,0.29,128,1.0,1,2,1208,0.0,-1,3,-1,3,-1
20171018_012303,123,0.4,0.32,128,1.0,1,2,1232,0.0,-1,3,-1,3,-1
20171018_012303,124,0.33,0.24,128,1.0,1,0,1288,0.0,-1,3,-1,3,-1
20171018_012303,125,0.27,0.24,128,1.0,1,0,1288,0.0,-1,3,-1,3,-1
20171018_012303,126,0.27,0.27,128,1.0,1,0,1288,0.0,-1,3,-1,3,-1
20171018_012303,127,0.27,0.24,128,1.0,1,2,1288,0.14,-1,3,-1,3,-1
20171018_012303,128,0.27,0.29,128,1.0,0,1,1292,0.0,-1,3,-1,3,-1
20171018_012303,129,0.27,0.27,128,1.0,1,2,1296,0.14,-1,3,-1,3,-1
20171018_012303,130,0.2,0.24,128,1.0,1,0,1304,0.0,-1,3,-1,3,-1
20171018_012303,131,0.27,0.27,128,1.0,1,2,1308,0.29,-1,3,-1,3,-1
20171018_012303,132,0.33,0.12,128,1.0,1,0,1308,0.14,-1,3,-1,3,-1
20171018_012303,133,0.4,0.24,128,1.0,1,2,1320,0.14,-1,3,-1,3,-1
20171018_012303,134,0.4,0.22,128,1.0,1,2,1340,0.0,-1,3,-1,3,-1
20171018_012303,135,0.4,0.24,128,1.0,1,2,1380,0.0,-1,3,-1,3,-1
20171018_012303,136,0.33,0.27,128,1.0,1,0,1444,0.0,-1,3,-1,3,-1
20171018_012303,137,0.33,0.24,128,1.0,1,2,1448,0.14,-1,3,-1,3,-1
20171018_012303,138,0.27,0.24,128,1.0,1,0,1448,0.0,-1,3,-1,3,-1
20171018_012303,139,0.27,0.2,128,1.0,1,0,1456,0.0,-1,3,-1,3,-1
20171018_012303,140,0.33,0.22,128,1.0,1,2,1456,0.14,-1,3,-1,3,-1
20171018_012303,141,0.4,0.17,128,1.0,0,1,1460,0.0,-1,3,-1,3,-1
20171018_012303,142,0.33,0.2,128,1.0,1,0,1484,0.0,-1,3,-1,3,-1
20171018_012303,143,0.4,0.34,128,1.0,1,2,1504,0.0,-1,3,-1,3,-1
20171018_012303,144,0.33,0.27,128,1.0,0,1,1504,0.0,-1,3,-1,3,-1
