ai_id,move_count,heuristics_empty_cells_count,heuristics_neighbour_difference,highest_tile,heuristics_highest_tile_in_corner,heuristics_monotonous_row,best_move,score,heuristics_combineable_cells_count,coefficient_0_act,coefficient_1_ndh,coefficient_2_ecc,coefficient_3_htic,coefficient_4_morow
20171018_011339,0,0.93,0.0,2,0.0,64,0,0,0.0,-1,3,-1,3,-1
20171018_011339,1,0.87,0.0,2,0.0,1,0,0,0.0,-1,3,-1,3,-1
20171018_011339,2,0.87,0.02,4,0.0,1,0,0,0.0,-1,3,-1,3,-1
20171018_011339,3,0.87,0.02,4,0.0,1,2,0,0.14,-1,3,-1,3,-1
20171018_011339,4,0.93,0.05,8,0.0,1,2,4,0.0,-1,3,-1,3,-1
20171018_011339,5,0.87,0.1,8,0.0,1,2,8,0.0,-1,3,-1,3,-1
20171018_011339,6,0.8,0.15,8,0.0,1,0,20,0.0,-1,3,-1,3,-1
20171018_011339,7,0.8,0.1,8,0.0,1,2,20,0.0,-1,3,-1,3,-1
20171018_011339,8,0.8,0.05,8,0.0,1,0,20,0.14,-1,3,-1,3,-1
20171018_011339,9,0.8,0.05,8,0.0,1,0,24,0.14,-1,3,-1,3,-1
20171018_011339,10,0.8,0.12,16,0.0,1,0,28,0.0,-1,3,-1,3,-1
20171018_011339,11,0.8,0.07,16,0.0,1,0,36,0.14,-1,3,-1,3,-1
20171018_011339,12,0.8,0.05,16,0.0,1,0,52,0.0,-1,3,-1,3,-1
20171018_011339,13,0.8,0.12,16,0.0,1,2,56,0.0,-1,3,-1,3,-1
20171018_011339,14,0.73,0.07,16,0.0,1,0,64,0.0,-1,3,-1,3,-1
20171018_011339,15,0.67,0.07,16,0.0,1,0,68,0.0,-1,3,-1,3,-1
20171018_011339,16,0.6,0.1,16,0.0,1,0,68,0.0,-1,3,-1,3,-1
20171018_011339,17,0.6,0.12,16,0.0,1,3,68,0.0,-1,3,-1,3,-1
20171018_011339,18,0.53,0.1,16,0.0,0,2,68,0.0,-1,3,-1,3,-1
20171018_011339,19,0.67,0.12,16,0.0,1,0,72,0.0,-1,3,-1,3,-1
20171018_011339,20,0.67,0.17,16,0.0,1,2,72,0.14,-1,3,-1,3,-1
20171018_011339,21,0.73,0.22,32,0.0,1,2,92,0.0,-1,3,-1,3,-1
20171018_011339,22,0.67,0.12,32,0.0,1,0,108,0.0,-1,3,-1,3,-1
20171018_011339,23,0.73,0.05,32,0.0,1,2,144,0.0,-1,3,-1,3,-1
20171018_011339,24,0.8,0.15,32,0.0,1,0,144,0.0,-1,3,-1,3,-1
20171018_011339,25,0.73,0.2,32,0.0,1,2,156,0.0,-1,3,-1,3,-1
20171018_011339,26,0.67,0.17,32,0.0,1,2,180,0.0,-1,3,-1,3,-1
20171018_011339,27,0.6,0.15,32,0.0,1,0,180,0.0,-1,3,-1,3,-1
20171018_011339,28,0.6,0.15,32,0.0,1,2,180,0.0,-1,3,-1,3,-1
20171018_011339,29,0.67,0.12,32,0.0,1,0,180,0.0,-1,3,-1,3,-1
20171018_011339,30,0.67,0.17,32,0.0,1,2,184,0.0,-1,3,-1,3,-1
20171018_011339,31,0.67,0.12,32,0.0,1,2,196,0.14,-1,3,-1,3,-1
20171018_011339,32,0.73,0.15,32,0.0,1,2,212,0.0,-1,3,-1,3,-1
20171018_011339,33,0.67,0.2,32,0.0,1,0,216,0.0,-1,3,-1,3,-1
20171018_011339,34,0.67,0.2,32,0.0,1,2,228,0.0,-1,3,-1,3,-1
20171018_011339,35,0.6,0.17,32,1.0,0,3,228,0.0,-1,3,-1,3,-1
20171018_011339,36,0.53,0.2,32,0.0,1,2,232,0.0,-1,3,-1,3,-1
20171018_011339,37,0.53,0.15,32,0.0,1,2,232,0.0,-1,3,-1,3,-1
20171018_011339,38,0.47,0.12,32,0.0,1,3,232,0.0,-1,3,-1,3,-1
20171018_011339,39,0.53,0.15,32,0.0,1,0,236,0.0,-1,3,-1,3,-1
20171018_011339,40,0.67,0.24,64,0.0,1,2,236,0.0,-1,3,-1,3,-1
20171018_011339,41,0.6,0.22,64,0.0,1,0,276,0.0,-1,3,-1,3,-1
20171018_011339,42,0.6,0.22,64,0.0,1,2,360,0.0,-1,3,-1,3,-1
20171018_011339,43,0.6,0.2,64,0.0,1,0,360,0.0,-1,3,-1,3,-1
20171018_011339,44,0.6,0.12,64,0.0,1,2,364,0.14,-1,3,-1,3,-1
20171018_011339,45,0.6,0.17,64,0.0,1,0,372,0.0,-1,3,-1,3,-1
20171018_011339,46,0.6,0.15,64,0.0,1,0,376,0.14,-1,3,-1,3,-1
20171018_011339,47,0.67,0.17,64,0.0,1,2,380,0.0,-1,3,-1,3,-1
20171018_011339,48,0.67,0.15,64,0.0,1,0,384,0.0,-1,3,-1,3,-1
20171018_011339,49,0.73,0.17,64,0.0,1,2,400,0.0,-1,3,-1,3,-1
20171018_011339,50,0.67,0.15,64,0.0,1,2,416,0.0,-1,3,-1,3,-1
20171018_011339,51,0.67,0.1,64,0.0,1,2,452,0.14,-1,3,-1,3,-1
20171018_011339,52,0.67,0.17,64,0.0,1,2,452,0.0,-1,3,-1,3,-1
20171018_011339,53,0.6,0.22,64,0.0,1,0,456,0.0,-1,3,-1,3,-1
20171018_011339,54,0.53,0.17,64,0.0,1,0,464,0.0,-1,3,-1,3,-1
