ai_id,move_count,heuristics_empty_cells_count,heuristics_neighbour_difference,highest_tile,heuristics_highest_tile_in_corner,heuristics_monotonous_row,best_move,score,heuristics_combineable_cells_count,coefficient_0_act,coefficient_1_ndh,coefficient_2_ecc,coefficient_3_htic,coefficient_4_morow
20171018_013255,0,0.93,0.1,2,1.0,9,0,0,0.0,-1,3,-1,3,-1
20171018_013255,1,0.93,0.0,4,0.0,1,2,0,0.14,-1,3,-1,3,-1
20171018_013255,2,0.93,0.1,8,0.0,1,2,0,0.0,-1,3,-1,3,-1
20171018_013255,3,0.87,0.05,8,0.0,1,2,4,0.0,-1,3,-1,3,-1
20171018_013255,4,0.87,0.1,8,0.0,1,0,12,0.0,-1,3,-1,3,-1
20171018_013255,5,0.87,0.07,8,0.0,1,2,12,0.0,-1,3,-1,3,-1
20171018_013255,6,0.8,0.1,8,0.0,1,0,16,0.0,-1,3,-1,3,-1
20171018_013255,7,0.73,0.07,8,0.0,1,2,20,0.0,-1,3,-1,3,-1
20171018_013255,8,0.73,0.07,8,0.0,1,0,20,0.14,-1,3,-1,3,-1
20171018_013255,9,0.73,0.1,8,0.0,1,0,20,0.14,-1,3,-1,3,-1
20171018_013255,10,0.8,0.1,16,0.0,1,0,24,0.14,-1,3,-1,3,-1
20171018_013255,11,0.8,0.15,16,0.0,1,0,32,0.0,-1,3,-1,3,-1
20171018_013255,12,0.73,0.15,16,0.0,1,2,52,0.0,-1,3,-1,3,-1
20171018_013255,13,0.67,0.07,16,1.0,0,3,60,0.0,-1,3,-1,3,-1
20171018_013255,14,0.67,0.12,16,0.0,1,2,60,0.0,-1,3,-1,3,-1
20171018_013255,15,0.67,0.1,16,0.0,1,2,60,0.14,-1,3,-1,3,-1
20171018_013255,16,0.67,0.1,16,0.0,1,0,64,0.0,-1,3,-1,3,-1
20171018_013255,17,0.6,0.12,16,0.0,1,0,68,0.0,-1,3,-1,3,-1
20171018_013255,18,0.6,0.17,16,0.0,1,2,76,0.0,-1,3,-1,3,-1
20171018_013255,19,0.53,0.2,16,0.0,1,0,76,0.0,-1,3,-1,3,-1
20171018_013255,20,0.53,0.12,16,0.0,1,3,80,0.0,-1,3,-1,3,-1
20171018_013255,21,0.47,0.07,16,0.0,0,2,80,0.0,-1,3,-1,3,-1
20171018_013255,22,0.67,0.15,16,0.0,1,0,84,0.0,-1,3,-1,3,-1
20171018_013255,23,0.67,0.24,32,0.0,1,2,84,0.0,-1,3,-1,3,-1
20171018_013255,24,0.67,0.2,32,0.0,1,2,120,0.0,-1,3,-1,3,-1
20171018_013255,25,0.67,0.17,32,0.0,1,2,152,0.0,-1,3,-1,3,-1
20171018_013255,26,0.6,0.2,32,0.0,1,0,156,0.0,-1,3,-1,3,-1
20171018_013255,27,0.53,0.12,32,0.0,1,3,160,0.0,-1,3,-1,3,-1
20171018_013255,28,0.6,0.17,32,0.0,1,0,160,0.0,-1,3,-1,3,-1
20171018_013255,29,0.6,0.15,32,0.0,1,2,160,0.0,-1,3,-1,3,-1
20171018_013255,30,0.6,0.17,32,0.0,1,0,172,0.0,-1,3,-1,3,-1
20171018_013255,31,0.53,0.2,32,0.0,1,0,188,0.0,-1,3,-1,3,-1
20171018_013255,32,0.53,0.17,32,0.0,1,0,196,0.14,-1,3,-1,3,-1
20171018_013255,33,0.53,0.27,32,0.0,1,2,196,0.0,-1,3,-1,3,-1
20171018_013255,34,0.47,0.32,32,0.0,1,0,200,0.0,-1,3,-1,3,-1
20171018_013255,35,0.4,0.15,32,0.0,1,3,208,0.0,-1,3,-1,3,-1
20171018_013255,36,0.47,0.15,32,0.0,1,0,208,0.14,-1,3,-1,3,-1
20171018_013255,37,0.53,0.15,32,0.0,1,2,208,0.14,-1,3,-1,3,-1
20171018_013255,38,0.53,0.07,32,0.0,1,0,228,0.14,-1,3,-1,3,-1
20171018_013255,39,0.53,0.1,32,0.0,1,0,264,0.0,-1,3,-1,3,-1
20171018_013255,40,0.6,0.12,64,0.0,1,2,268,0.0,-1,3,-1,3,-1
20171018_013255,41,0.6,0.17,64,0.0,1,2,276,0.0,-1,3,-1,3,-1
20171018_013255,42,0.6,0.15,64,0.0,1,2,356,0.0,-1,3,-1,3,-1
20171018_013255,43,0.6,0.17,64,0.0,1,0,360,0.0,-1,3,-1,3,-1
20171018_013255,44,0.6,0.2,64,0.0,1,2,364,0.0,-1,3,-1,3,-1
20171018_013255,45,0.6,0.15,64,0.0,1,0,372,0.0,-1,3,-1,3,-1
20171018_013255,46,0.6,0.2,64,0.0,1,0,376,0.0,-1,3,-1,3,-1
20171018_013255,47,0.6,0.15,64,0.0,1,0,384,0.0,-1,3,-1,3,-1
20171018_013255,48,0.6,0.1,64,0.0,1,2,388,0.14,-1,3,-1,3,-1
20171018_013255,49,0.6,0.12,64,0.0,0,1,392,0.14,-1,3,-1,3,-1
20171018_013255,50,0.67,0.24,64,0.0,1,2,400,0.0,-1,3,-1,3,-1
20171018_013255,51,0.67,0.12,64,0.0,1,0,408,0.0,-1,3,-1,3,-1
20171018_013255,52,0.67,0.22,64,0.0,1,2,440,0.0,-1,3,-1,3,-1
20171018_013255,53,0.6,0.15,64,0.0,1,0,472,0.0,-1,3,-1,3,-1
20171018_013255,54,0.6,0.12,64,0.0,1,0,476,0.0,-1,3,-1,3,-1
20171018_013255,55,0.6,0.12,64,0.0,1,2,476,0.0,-1,3,-1,3,-1
20171018_013255,56,0.6,0.17,64,0.0,1,2,480,0.0,-1,3,-1,3,-1
20171018_013255,57,0.53,0.2,64,0.0,1,0,488,0.0,-1,3,-1,3,-1
20171018_013255,58,0.47,0.22,64,0.0,1,0,492,0.0,-1,3,-1,3,-1
20171018_013255,59,0.53,0.2,64,0.0,1,2,492,0.0,-1,3,-1,3,-1
20171018_013255,60,0.53,0.15,64,0.0,1,2,492,0.0,-1,3,-1,3,-1
20171018_013255,61,0.53,0.17,64,0.0,1,0,504,0.0,-1,3,-1,3,-1
20171018_013255,62,0.47,0.1,64,0.0,0,1,508,0.0,-1,3,-1,3,-1
20171018_013255,63,0.4,0.15,64,0.0,0,1,516,0.0,-1,3,-1,3,-1
20171018_013255,64,0.33,0.1,64,0.0,0,1,516,0.0,-1,3,-1,3,-1
20171018_013255,65,0.33,0.15,64,0.0,0,1,516,0.0,-1,3,-1,3,-1
20171018_013255,66,0.4,0.2,64,0.0,1,2,516,0.0,-1,3,-1,3,-1
20171018_013255,67,0.4,0.27,64,0.0,1,0,520,0.0,-1,3,-1,3,-1
20171018_013255,68,0.4,0.24,64,0.0,1,2,540,0.0,-1,3,-1,3,-1
20171018_013255,69,0.47,0.2,64,0.0,1,0,548,0.14,-1,3,-1,3,-1
20171018_013255,70,0.47,0.29,128,0.0,1,0,580,0.0,-1,3,-1,3,-1
20171018_013255,71,0.47,0.22,128,0.0,1,3,648,0.0,-1,3,-1,3,-1
20171018_013255,72,0.4,0.24,128,0.0,1,3,776,0.0,-1,3,-1,3,-1
20171018_013255,73,0.53,0.24,128,0.0,1,0,780,0.0,-1,3,-1,3,-1
20171018_013255,74,0.53,0.27,128,0.0,1,2,780,0.0,-1,3,-1,3,-1
20171018_013255,75,0.53,0.22,128,0.0,1,2,808,0.0,-1,3,-1,3,-1
20171018_013255,76,0.53,0.24,128,0.0,1,0,816,0.14,-1,3,-1,3,-1
20171018_013255,77,0.6,0.24,128,0.0,1,0,820,0.0,-1,3,-1,3,-1
20171018_013255,78,0.6,0.24,128,0.0,1,3,828,0.0,-1,3,-1,3,-1
20171018_013255,79,0.73,0.29,128,0.0,1,0,848,0.0,-1,3,-1,3,-1
20171018_013255,80,0.67,0.34,128,0.0,1,0,856,0.0,-1,3,-1,3,-1
20171018_013255,81,0.67,0.2,128,0.0,1,2,908,0.14,-1,3,-1,3,-1
20171018_013255,82,0.67,0.2,128,0.0,1,2,908,0.0,-1,3,-1,3,-1
20171018_013255,83,0.67,0.22,128,0.0,1,2,912,0.0,-1,3,-1,3,-1
20171018_013255,84,0.6,0.27,128,0.0,1,0,920,0.0,-1,3,-1,3,-1
20171018_013255,85,0.53,0.22,128,0.0,1,0,924,0.0,-1,3,-1,3,-1
20171018_013255,86,0.53,0.22,128,0.0,1,2,924,0.14,-1,3,-1,3,-1
20171018_013255,87,0.53,0.24,128,0.0,1,2,924,0.14,-1,3,-1,3,-1
20171018_013255,88,0.53,0.24,128,0.0,1,3,928,0.0,-1,3,-1,3,-1
20171018_013255,89,0.6,0.17,128,0.0,1,0,936,0.0,-1,3,-1,3,-1
20171018_013255,90,0.67,0.34,128,0.0,1,2,952,0.0,-1,3,-1,3,-1
20171018_013255,91,0.6,0.37,128,0.0,1,3,988,0.0,-1,3,-1,3,-1
20171018_013255,92,0.6,0.37,128,0.0,1,0,1060,0.0,-1,3,-1,3,-1
20171018_013255,93,0.6,0.32,128,0.0,1,0,1060,0.14,-1,3,-1,3,-1
20171018_013255,94,0.53,0.32,128,0.0,1,2,1064,0.0,-1,3,-1,3,-1
20171018_013255,95,0.53,0.29,128,0.0,1,2,1068,0.0,-1,3,-1,3,-1
