ai_id,move_count,heuristics_empty_cells_count,heuristics_neighbour_difference,highest_tile,heuristics_highest_tile_in_corner,heuristics_monotonous_row,best_move,score,heuristics_combineable_cells_count,coefficient_0_act,coefficient_1_ndh,coefficient_2_ecc,coefficient_3_htic,coefficient_4_morow
20171018_012729,0,0.93,0.05,4,0.0,0,2,0,0.0,-1,3,-1,3,-1
20171018_012729,1,0.87,0.07,4,0.0,1,0,0,0.0,-1,3,-1,3,-1
20171018_012729,2,0.87,0.02,4,0.0,1,2,0,0.14,-1,3,-1,3,-1
20171018_012729,3,0.87,0.17,8,0.0,1,2,0,0.0,-1,3,-1,3,-1
20171018_012729,4,0.8,0.15,8,0.0,1,0,4,0.0,-1,3,-1,3,-1
20171018_012729,5,0.8,0.1,8,0.0,1,2,12,0.0,-1,3,-1,3,-1
20171018_012729,6,0.73,0.12,8,0.0,1,2,12,0.0,-1,3,-1,3,-1
20171018_012729,7,0.73,0.07,8,0.0,1,2,16,0.0,-1,3,-1,3,-1
20171018_012729,8,0.73,0.05,8,0.0,1,0,16,0.14,-1,3,-1,3,-1
20171018_012729,9,0.73,0.05,16,0.0,1,0,20,0.0,-1,3,-1,3,-1
20171018_012729,10,0.8,0.1,16,0.0,1,2,28,0.0,-1,3,-1,3,-1
20171018_012729,11,0.73,0.12,16,0.0,1,0,44,0.0,-1,3,-1,3,-1
20171018_012729,12,0.67,0.1,16,1.0,0,3,56,0.0,-1,3,-1,3,-1
20171018_012729,13,0.67,0.1,16,0.0,1,2,56,0.0,-1,3,-1,3,-1
20171018_012729,14,0.6,0.07,16,0.0,1,3,56,0.0,-1,3,-1,3,-1
20171018_012729,15,0.67,0.07,16,0.0,1,0,60,0.14,-1,3,-1,3,-1
20171018_012729,16,0.67,0.02,16,0.0,1,0,60,0.0,-1,3,-1,3,-1
20171018_012729,17,0.73,0.07,16,0.0,1,2,72,0.14,-1,3,-1,3,-1
20171018_012729,18,0.73,0.12,32,0.0,1,2,80,0.0,-1,3,-1,3,-1
20171018_012729,19,0.73,0.15,32,0.0,1,0,100,0.14,-1,3,-1,3,-1
20171018_012729,20,0.73,0.15,32,0.0,1,0,132,0.0,-1,3,-1,3,-1
20171018_012729,21,0.73,0.2,32,0.0,1,2,136,0.0,-1,3,-1,3,-1
20171018_012729,22,0.67,0.15,32,0.0,1,2,144,0.0,-1,3,-1,3,-1
20171018_012729,23,0.67,0.17,32,0.0,1,0,148,0.0,-1,3,-1,3,-1
20171018_012729,24,0.6,0.2,32,0.0,1,0,148,0.0,-1,3,-1,3,-1
20171018_012729,25,0.6,0.15,32,0.0,1,0,152,0.14,-1,3,-1,3,-1
20171018_012729,26,0.6,0.2,32,0.0,1,0,152,0.0,-1,3,-1,3,-1
20171018_012729,27,0.53,0.15,32,0.0,1,0,156,0.0,-1,3,-1,3,-1
20171018_012729,28,0.53,0.12,32,0.0,1,0,164,0.0,-1,3,-1,3,-1
20171018_012729,29,0.47,0.12,32,0.0,1,0,164,0.0,-1,3,-1,3,-1
20171018_012729,30,0.47,0.15,32,0.0,1,0,168,0.0,-1,3,-1,3,-1
20171018_012729,31,0.53,0.12,32,0.0,1,2,168,0.14,-1,3,-1,3,-1
20171018_012729,32,0.6,0.1,32,0.0,1,2,172,0.29,-1,3,-1,3,-1
20171018_012729,33,0.53,0.1,32,0.0,1,0,192,0.0,-1,3,-1,3,-1
20171018_012729,34,0.53,0.05,32,0.0,1,0,204,0.14,-1,3,-1,3,-1
