ai_id,move_count,heuristics_empty_cells_count,heuristics_neighbour_difference,highest_tile,heuristics_highest_tile_in_corner,heuristics_monotonous_row,best_move,score,heuristics_combineable_cells_count,coefficient_0_act,coefficient_1_ndh,coefficient_2_ecc,coefficient_3_htic,coefficient_4_morow
20171018_013447,0,0.93,0.1,2,1.0,8,0,0,0.0,-1,3,-1,3,-1
20171018_013447,1,0.93,0.15,4,0.0,3,2,0,0.0,-1,3,-1,3,-1
20171018_013447,2,0.93,0.15,8,0.0,2,0,0,0.0,-1,3,-1,3,-1
20171018_013447,3,0.87,0.15,8,0.0,1,2,4,0.0,-1,3,-1,3,-1
20171018_013447,4,0.87,0.1,8,0.0,1,2,12,0.0,-1,3,-1,3,-1
20171018_013447,5,0.8,0.05,8,0.0,1,0,12,0.0,-1,3,-1,3,-1
20171018_013447,6,0.73,0.1,8,0.0,1,0,16,0.0,-1,3,-1,3,-1
20171018_013447,7,0.73,0.15,8,0.0,1,2,16,0.0,-1,3,-1,3,-1
20171018_013447,8,0.67,0.1,8,0.0,1,0,16,0.0,-1,3,-1,3,-1
20171018_013447,9,0.67,0.1,8,0.0,1,2,20,0.14,-1,3,-1,3,-1
20171018_013447,10,0.67,0.1,8,0.0,1,2,20,0.14,-1,3,-1,3,-1
20171018_013447,11,0.67,0.17,16,0.0,1,2,24,0.0,-1,3,-1,3,-1
20171018_013447,12,0.67,0.12,16,0.0,0,2,32,0.14,-1,3,-1,3,-1
20171018_013447,13,0.73,0.07,16,0.0,1,2,48,0.0,-1,3,-1,3,-1
20171018_013447,14,0.8,0.07,16,0.0,1,0,52,0.14,-1,3,-1,3,-1
20171018_013447,15,0.8,0.05,16,0.0,1,0,64,0.14,-1,3,-1,3,-1
20171018_013447,16,0.87,0.07,32,0.0,1,0,76,0.14,-1,3,-1,3,-1
20171018_013447,17,0.87,0.15,32,0.0,1,0,92,0.0,-1,3,-1,3,-1
20171018_013447,18,0.8,0.1,32,1.0,0,3,128,0.0,-1,3,-1,3,-1
20171018_013447,19,0.8,0.22,32,0.0,1,2,136,0.0,-1,3,-1,3,-1
20171018_013447,20,0.73,0.2,32,0.0,1,0,136,0.0,-1,3,-1,3,-1
20171018_013447,21,0.67,0.15,32,0.0,1,0,140,0.0,-1,3,-1,3,-1
20171018_013447,22,0.67,0.17,32,0.0,1,0,140,0.0,-1,3,-1,3,-1
20171018_013447,23,0.67,0.1,32,0.0,1,3,140,0.14,-1,3,-1,3,-1
20171018_013447,24,0.67,0.15,32,0.0,1,0,144,0.0,-1,3,-1,3,-1
20171018_013447,25,0.67,0.12,32,0.0,1,2,148,0.0,-1,3,-1,3,-1
20171018_013447,26,0.73,0.1,32,0.0,1,0,156,0.0,-1,3,-1,3,-1
20171018_013447,27,0.67,0.1,32,0.0,1,0,172,0.0,-1,3,-1,3,-1
20171018_013447,28,0.67,0.24,32,0.0,1,2,180,0.0,-1,3,-1,3,-1
20171018_013447,29,0.6,0.17,32,0.0,1,0,180,0.0,-1,3,-1,3,-1
20171018_013447,30,0.6,0.17,32,0.0,1,0,188,0.14,-1,3,-1,3,-1
20171018_013447,31,0.53,0.2,32,0.0,1,3,188,0.0,-1,3,-1,3,-1
20171018_013447,32,0.53,0.15,32,0.0,1,3,192,0.0,-1,3,-1,3,-1
20171018_013447,33,0.47,0.17,32,0.0,1,3,192,0.0,-1,3,-1,3,-1
20171018_013447,34,0.47,0.12,32,0.0,1,2,196,0.0,-1,3,-1,3,-1
20171018_013447,35,0.6,0.15,32,0.0,1,0,196,0.14,-1,3,-1,3,-1
20171018_013447,36,0.53,0.17,32,0.0,1,3,200,0.0,-1,3,-1,3,-1
20171018_013447,37,0.53,0.22,32,0.0,1,0,220,0.0,-1,3,-1,3,-1
20171018_013447,38,0.53,0.12,32,0.0,1,0,220,0.14,-1,3,-1,3,-1
20171018_013447,39,0.6,0.15,32,0.0,1,3,224,0.0,-1,3,-1,3,-1
20171018_013447,40,0.53,0.15,32,0.0,1,3,232,0.0,-1,3,-1,3,-1
20171018_013447,41,0.53,0.12,32,0.0,0,2,252,0.0,-1,3,-1,3,-1
20171018_013447,42,0.6,0.17,32,0.0,1,0,252,0.0,-1,3,-1,3,-1
20171018_013447,43,0.67,0.24,64,0.0,1,2,260,0.0,-1,3,-1,3,-1
20171018_013447,44,0.6,0.17,64,0.0,1,2,308,0.0,-1,3,-1,3,-1
20171018_013447,45,0.6,0.12,64,0.0,1,2,376,0.14,-1,3,-1,3,-1
20171018_013447,46,0.6,0.2,64,0.0,1,2,376,0.0,-1,3,-1,3,-1
20171018_013447,47,0.6,0.22,64,0.0,1,2,384,0.0,-1,3,-1,3,-1
20171018_013447,48,0.53,0.22,64,0.0,1,2,400,0.0,-1,3,-1,3,-1
20171018_013447,49,0.47,0.24,64,0.0,1,2,408,0.0,-1,3,-1,3,-1
20171018_013447,50,0.47,0.29,64,0.0,1,0,408,0.0,-1,3,-1,3,-1
20171018_013447,51,0.47,0.1,64,0.0,1,3,408,0.0,-1,3,-1,3,-1
20171018_013447,52,0.6,0.2,64,0.0,1,0,412,0.14,-1,3,-1,3,-1
20171018_013447,53,0.6,0.15,64,0.0,1,3,416,0.0,-1,3,-1,3,-1
20171018_013447,54,0.53,0.17,64,0.0,1,3,464,0.0,-1,3,-1,3,-1
20171018_013447,55,0.47,0.24,64,0.0,1,2,468,0.0,-1,3,-1,3,-1
20171018_013447,56,0.47,0.2,64,0.0,1,3,468,0.0,-1,3,-1,3,-1
20171018_013447,57,0.53,0.22,64,0.0,1,0,468,0.0,-1,3,-1,3,-1
20171018_013447,58,0.53,0.17,64,0.0,1,3,472,0.0,-1,3,-1,3,-1
20171018_013447,59,0.53,0.12,64,0.0,1,3,492,0.14,-1,3,-1,3,-1
20171018_013447,60,0.53,0.2,64,0.0,1,3,500,0.0,-1,3,-1,3,-1
